StepID,SOP_ID,Order,Step_Title,Description,Acceptance_Criteria,Estimated_Duration,Input_Artifacts,Output_Artifacts,Automation_Candidate,KPI_Impacted
STEP-SOP-079-01,SOP-079,1,ETL/ELT Data Pipelines – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-079-02,SOP-079,2,ETL/ELT Data Pipelines – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-079-03,SOP-079,3,ETL/ELT Data Pipelines – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-079-04,SOP-079,4,ETL/ELT Data Pipelines – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-079-05,SOP-079,5,ETL/ELT Data Pipelines – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-080-01,SOP-080,1,KPI Definition & Dashboards – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-080-02,SOP-080,2,KPI Definition & Dashboards – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-080-03,SOP-080,3,KPI Definition & Dashboards – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-080-04,SOP-080,4,KPI Definition & Dashboards – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-080-05,SOP-080,5,KPI Definition & Dashboards – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-081-01,SOP-081,1,Automation Opportunity Intake – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-081-02,SOP-081,2,Automation Opportunity Intake – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-081-03,SOP-081,3,Automation Opportunity Intake – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-081-04,SOP-081,4,Automation Opportunity Intake – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-081-05,SOP-081,5,Automation Opportunity Intake – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-082-01,SOP-082,1,Bot/Script Maintenance – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-082-02,SOP-082,2,Bot/Script Maintenance – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-082-03,SOP-082,3,Bot/Script Maintenance – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-082-04,SOP-082,4,Bot/Script Maintenance – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-082-05,SOP-082,5,Bot/Script Maintenance – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-083-01,SOP-083,1,Data Backup & Restore Tests – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-083-02,SOP-083,2,Data Backup & Restore Tests – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-083-03,SOP-083,3,Data Backup & Restore Tests – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-083-04,SOP-083,4,Data Backup & Restore Tests – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-083-05,SOP-083,5,Data Backup & Restore Tests – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-084-01,SOP-084,1,Property Acquisition & Due Diligence – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-084-02,SOP-084,2,Property Acquisition & Due Diligence – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-084-03,SOP-084,3,Property Acquisition & Due Diligence – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-084-04,SOP-084,4,Property Acquisition & Due Diligence – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-084-05,SOP-084,5,Property Acquisition & Due Diligence – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-085-01,SOP-085,1,Tenant Onboarding & Lease Mgmt – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-085-02,SOP-085,2,Tenant Onboarding & Lease Mgmt – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-085-03,SOP-085,3,Tenant Onboarding & Lease Mgmt – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-085-04,SOP-085,4,Tenant Onboarding & Lease Mgmt – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-085-05,SOP-085,5,Tenant Onboarding & Lease Mgmt – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-086-01,SOP-086,1,Maintenance Work Orders – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-086-02,SOP-086,2,Maintenance Work Orders – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-086-03,SOP-086,3,Maintenance Work Orders – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-086-04,SOP-086,4,Maintenance Work Orders – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-086-05,SOP-086,5,Maintenance Work Orders – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-087-01,SOP-087,1,Construction Job Estimating & Bids – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-087-02,SOP-087,2,Construction Job Estimating & Bids – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-087-03,SOP-087,3,Construction Job Estimating & Bids – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-087-04,SOP-087,4,Construction Job Estimating & Bids – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-087-05,SOP-087,5,Construction Job Estimating & Bids – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-088-01,SOP-088,1,Site Safety & Compliance – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-088-02,SOP-088,2,Site Safety & Compliance – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-088-03,SOP-088,3,Site Safety & Compliance – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-088-04,SOP-088,4,Site Safety & Compliance – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-088-05,SOP-088,5,Site Safety & Compliance – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-089-01,SOP-089,1,Coaching Program Curriculum & Sessions – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-089-02,SOP-089,2,Coaching Program Curriculum & Sessions – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-089-03,SOP-089,3,Coaching Program Curriculum & Sessions – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-089-04,SOP-089,4,Coaching Program Curriculum & Sessions – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-089-05,SOP-089,5,Coaching Program Curriculum & Sessions – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-090-01,SOP-090,1,KDP Title Ideation & Launch – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-090-02,SOP-090,2,KDP Title Ideation & Launch – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-090-03,SOP-090,3,KDP Title Ideation & Launch – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-090-04,SOP-090,4,KDP Title Ideation & Launch – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-090-05,SOP-090,5,KDP Title Ideation & Launch – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-091-01,SOP-091,1,KDP Royalty Tracking & Optimization – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-091-02,SOP-091,2,KDP Royalty Tracking & Optimization – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-091-03,SOP-091,3,KDP Royalty Tracking & Optimization – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-091-04,SOP-091,4,KDP Royalty Tracking & Optimization – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-091-05,SOP-091,5,KDP Royalty Tracking & Optimization – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-092-01,SOP-092,1,Category/Location Taxonomy Updates – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-092-02,SOP-092,2,Category/Location Taxonomy Updates – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-092-03,SOP-092,3,Category/Location Taxonomy Updates – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-092-04,SOP-092,4,Category/Location Taxonomy Updates – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-092-05,SOP-092,5,Category/Location Taxonomy Updates – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-093-01,SOP-093,1,Member Verification & QA – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-093-02,SOP-093,2,Member Verification & QA – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-093-03,SOP-093,3,Member Verification & QA – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-093-04,SOP-093,4,Member Verification & QA – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-093-05,SOP-093,5,Member Verification & QA – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-094-01,SOP-094,1,Listing Approval & Publishing – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-094-02,SOP-094,2,Listing Approval & Publishing – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-094-03,SOP-094,3,Listing Approval & Publishing – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-094-04,SOP-094,4,Listing Approval & Publishing – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-094-05,SOP-094,5,Listing Approval & Publishing – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-095-01,SOP-095,1,Lead Distribution & Routing – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-095-02,SOP-095,2,Lead Distribution & Routing – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-095-03,SOP-095,3,Lead Distribution & Routing – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-095-04,SOP-095,4,Lead Distribution & Routing – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-095-05,SOP-095,5,Lead Distribution & Routing – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-096-01,SOP-096,1,Coupon/Deal Management – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-096-02,SOP-096,2,Coupon/Deal Management – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-096-03,SOP-096,3,Coupon/Deal Management – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-096-04,SOP-096,4,Coupon/Deal Management – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-096-05,SOP-096,5,Coupon/Deal Management – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-097-01,SOP-097,1,Churn Prevention & Win-Back – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-097-02,SOP-097,2,Churn Prevention & Win-Back – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-097-03,SOP-097,3,Churn Prevention & Win-Back – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-097-04,SOP-097,4,Churn Prevention & Win-Back – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-097-05,SOP-097,5,Churn Prevention & Win-Back – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
